name1,name2,cat_id,normalized_text,tokens
کالج عرق هودی کانگورو جیبی با جزئیات آستین بلند 4WAM70171MK,,1,کالج عرق هودی کانگورو جیبی جزئیات آستین بلند wammk,"['کالج', 'عرق', 'هودی', 'کانگورو', 'جیبی', 'جزئیات', 'آستین', 'بلند', 'wammk']"
هودی با طرح attack on titan,,1,هودی طرح attack titan,"['هودی', 'طرح', 'attack', 'titan']"
دورس با طرح CHAINSAW MAN,,1,دورس طرح chainsaw man,"['دورس', 'طرح', 'chainsaw', 'man']"
هودی سه نخ مردانه و پسرانه شیک جنس خوب رنگ‌بندی و سایز بندی کامل |فروشگاه سام سنتر - XL / سبز,,1,هودی مردانه پسرانه شیک جنس خوب رنگ‌بندی سایز بندی کامل فروشگاه سام سنتر سبز,"['هودی', 'مردانه', 'پسرانه', 'شیک', 'جنس', 'خوب', 'رنگ\u200cبندی', 'سایز', 'بندی', 'کامل', 'فروشگاه', 'سام', 'سنتر', 'سبز']"
هودی انیمه «دفتر مرگ» (Death Note) (2),,1,هودی انیمه دفتر مرگ death note,"['هودی', 'انیمه', 'دفتر', 'مرگ', 'death', 'note']"
هودی طرح بازی -Escape from Tarkov,,1,هودی طرح بازی escape from tarkov,"['هودی', 'طرح', 'بازی', 'escape', 'from', 'tarkov']"
سویشرت پایه آستین بلند آجدار کلاهدار 4SAM70001MK,,1,سویشرت پایه آستین بلند آجدار کلاهدار sammk,"['سویشرت', 'پایه', 'آستین', 'بلند', 'آجدار', 'کلاهدار', 'sammk']"
سویشرت طرح شیردال و تخت جمشید با تلفیقی از خوشنویسی شعر شهریار,,1,سویشرت طرح شیردال تخت جمشید تلفیقی خوشنویسی شعر شهریار,"['سویشرت', 'طرح', 'شیردال', 'تخت', 'جمشید', 'تلفیقی', 'خوشنویسی', 'شعر', 'شهریار']"
هودي Bobbi-Basic 08-13,,1,هودی bobbi basic,"['هودی', 'bobbi', 'basic']"
هودی مردانه برند crivit آلمان (اورجینال),,1,هودی مردانه برند crivit آلمان اورجینال,"['هودی', 'مردانه', 'برند', 'crivit', 'آلمان', 'اورجینال']"
هودی با طرح bleach,,1,هودی طرح bleach,"['هودی', 'طرح', 'bleach']"
هودی بامبر (بیس بالی) کد 208521105,,1,هودی بامبر بیس بالی,"['هودی', 'بامبر', 'بیس', 'بالی']"
سویشرت قرمز کلاهدار -85124,,1,سویشرت قرمز کلاهدار,"['سویشرت', 'قرمز', 'کلاهدار']"
هودی طرح بازی - AMONG US,,1,هودی طرح بازی among,"['هودی', 'طرح', 'بازی', 'among']"
سویشرت مردانه از جنس اکرو سرپوش دار با چاپ قلب شیشه ای,,1,سویشرت مردانه جنس اکرو سرپوش دار چاپ قلب شیشه,"['سویشرت', 'مردانه', 'جنس', 'اکرو', 'سرپوش', 'دار', 'چاپ', 'قلب', 'شیشه']"
هودی مردانه قرمز طرحدار داخل کُرک کد BHM2,,1,هودی مردانه قرمز طرحدار داخل کُرک bhm,"['هودی', 'مردانه', 'قرمز', 'طرحدار', 'داخل', 'کُرک', 'bhm']"
هودی بازی «آلن ویک» (Alan Wake) (1),,1,هودی بازی آلن ویک alan wake,"['هودی', 'بازی', 'آلن', 'ویک', 'alan', 'wake']"
سویشرت Nirvana Smiley,,1,سویشرت nirvana smiley,"['سویشرت', 'nirvana', 'smiley']"
دورس با طرح ONE PIECE,,1,دورس طرح one piece,"['دورس', 'طرح', 'one', 'piece']"
سویشرت طرح خوشنویسی فارسی هیچ طلایی,,1,سویشرت طرح خوشنویسی فارسی هیچ طلایی,"['سویشرت', 'طرح', 'خوشنویسی', 'فارسی', 'هیچ', 'طلایی']"
هودی با طرح Five nights at freddy,,1,هودی طرح five nights freddy,"['هودی', 'طرح', 'five', 'nights', 'freddy']"
هودی فیلا FLM19301-001,,1,هودی فیلا flm,"['هودی', 'فیلا', 'flm']"
عرق مردانه - B4534ax/bk81,,1,عرق مردانه bax,"['عرق', 'مردانه', 'bax']"
هودی طرح خیر و شر,,1,هودی طرح خیر,"['هودی', 'طرح', 'خیر']"
دورس با طرح ONE PIECE,,1,دورس طرح one piece,"['دورس', 'طرح', 'one', 'piece']"
هودی سریال انیمه ای «حمله به تایتان» (Attack on Titan) (2),,1,هودی سریال انیمه حمله تایتان attack titan,"['هودی', 'سریال', 'انیمه', 'حمله', 'تایتان', 'attack', 'titan']"
سویشرت طرح تایپوگرافی هـ هادیداس,,1,سویشرت طرح تایپوگرافی هادیداس,"['سویشرت', 'طرح', 'تایپوگرافی', 'هادیداس']"
هودی پسرانه و مردانه سه نخ تک سایز لارج | فروشگاه سام سنتر - L / بنفش,,1,هودی پسرانه مردانه سایز لارج فروشگاه سام سنتر بنفش,"['هودی', 'پسرانه', 'مردانه', 'سایز', 'لارج', 'فروشگاه', 'سام', 'سنتر', 'بنفش']"
سویشرت مردانه پپا مدل Donic رنگ سفید,,1,سویشرت مردانه پپا مدل donic رنگ سفید,"['سویشرت', 'مردانه', 'پپا', 'مدل', 'donic', 'رنگ', 'سفید']"
ویژه صدمین سالگرد سویشرت چاپ شده آتاتورک 4WAM70498MK,,1,ویژه صدمین سالگرد سویشرت چاپ شده آتاتورک wammk,"['ویژه', 'صدمین', 'سالگرد', 'سویشرت', 'چاپ', 'شده', 'آتاتورک', 'wammk']"
هودی- THE WITCHER,,1,هودی the witcher,"['هودی', 'the', 'witcher']"
هودی مشکی پوش کد اورسایز با QR CODE شاتوتی,هودی مشکی پوش کد اورسایز با QR CODE شاتوتی,1,هودی مشکی پوش اورسایز code شاتوتی,"['هودی', 'مشکی', 'پوش', 'اورسایز', 'code', 'شاتوتی']"
دورس با طرح bleach,,1,دورس طرح bleach,"['دورس', 'طرح', 'bleach']"
دورس با طرح ONE PIECE,,1,دورس طرح one piece,"['دورس', 'طرح', 'one', 'piece']"
سویشرت کالج با یقه بلند با چاپ شهری 4WAM70116MK,,1,سویشرت کالج یقه بلند چاپ شهری wammk,"['سویشرت', 'کالج', 'یقه', 'بلند', 'چاپ', 'شهری', 'wammk']"
4wam70123mk مشکی عرق مردانه,,1,wammk مشکی عرق مردانه,"['wammk', 'مشکی', 'عرق', 'مردانه']"
ویژه 100مین سالگرد ژاکت دوزی شده جمهوری 4WAM70507MK,,1,ویژه مین سالگرد ژاکت دوزی شده جمهوری wammk,"['ویژه', 'مین', 'سالگرد', 'ژاکت', 'دوزی', 'شده', 'جمهوری', 'wammk']"
I Love my IRAN,,1,love iran,"['love', 'iran']"
هودی بازی «آلن ویک» (Alan Wake) (2),,1,هودی بازی آلن ویک alan wake,"['هودی', 'بازی', 'آلن', 'ویک', 'alan', 'wake']"
هودی بازی «مکس پین» (Max Payne) (1),,1,هودی بازی مکس پین max payne,"['هودی', 'بازی', 'مکس', 'پین', 'max', 'payne']"
دورس مردانه مدل ZARA رنگ سفید,,1,دورس مردانه مدل zara رنگ سفید,"['دورس', 'مردانه', 'مدل', 'zara', 'رنگ', 'سفید']"
سویشرت کلاهدار بزرگ با جزئیات دوخت، جیب کانگورویی، بلوک رنگی,,1,سویشرت کلاهدار بزرگ جزئیات دوخت جیب کانگورویی بلوک رنگی,"['سویشرت', 'کلاهدار', 'بزرگ', 'جزئیات', 'دوخت', 'جیب', 'کانگورویی', 'بلوک', 'رنگی']"
BURTON OAK SEASONAL FZ FLEECE TRUE BLACK HEATHER,,1,burton oak seasonal fleece true black heather,"['burton', 'oak', 'seasonal', 'fleece', 'true', 'black', 'heather']"
هودی طرح بازی سایبرپانک - CYBERPUNK 2077,,1,هودی طرح بازی سایبرپانک cyberpunk,"['هودی', 'طرح', 'بازی', 'سایبرپانک', 'cyberpunk']"
هودی Money Heist طرح Greater than Money,,1,هودی money heist طرح greater than money,"['هودی', 'money', 'heist', 'طرح', 'greater', 'than', 'money']"
هودی انیمه «دفتر مرگ» (Death Note) (1),,1,هودی انیمه دفتر مرگ death note,"['هودی', 'انیمه', 'دفتر', 'مرگ', 'death', 'note']"
دورس با طرح JUJUTSU KAISEN,,1,دورس طرح jujutsu kaisen,"['دورس', 'طرح', 'jujutsu', 'kaisen']"
سویشرت مردانه اکرو 4WAM70023MK,,1,سویشرت مردانه اکرو wammk,"['سویشرت', 'مردانه', 'اکرو', 'wammk']"
آستین بلند عرق پایه کلاه دار 4WAM70023MK,,1,آستین بلند عرق پایه کلاه دار wammk,"['آستین', 'بلند', 'عرق', 'پایه', 'کلاه', 'دار', 'wammk']"
هودی-RAINBOW SIX SIEGE,,1,هودی rainbow six siege,"['هودی', 'rainbow', 'six', 'siege']"
جامپر طرح اسپایدرمن-SPIDER MAN,,1,جامپر طرح اسپایدرمن spider man,"['جامپر', 'طرح', 'اسپایدرمن', 'spider', 'man']"
سویشرت هری پاتر یقه خدمه دارای مجوز چاپ شده است 4WAM70380MK,,1,سویشرت هری پاتر یقه خدمه دارای مجوز چاپ شده است wammk,"['سویشرت', 'هری', 'پاتر', 'یقه', 'خدمه', 'دارای', 'مجوز', 'چاپ', 'شده', 'است', 'wammk']"
سویشرت یقه ای با چاپ سبز 2791,,1,سویشرت یقه چاپ سبز,"['سویشرت', 'یقه', 'چاپ', 'سبز']"
سویشرت طرح دار با طرح شعار 3WAM70506MK,,1,سویشرت طرح دار طرح شعار wammk,"['سویشرت', 'طرح', 'دار', 'طرح', 'شعار', 'wammk']"
سویشرت مردانه خاکی 4150,,1,سویشرت مردانه خاکی,"['سویشرت', 'مردانه', 'خاکی']"
هودی بلادبورن BLOODBORNE,,1,هودی بلادبورن bloodborne,"['هودی', 'بلادبورن', 'bloodborne']"
هودی Stranger Things طرح شخصیت ها,,1,هودی stranger things طرح شخصیت,"['هودی', 'stranger', 'things', 'طرح', 'شخصیت']"
دکمه های یقه گرد با جیب زیپ دار 4WAM70114MK,,1,دکمه های یقه گرد جیب زیپ دار wammk,"['دکمه', 'های', 'یقه', 'گرد', 'جیب', 'زیپ', 'دار', 'wammk']"
سویشرت مردانه جک اند جونز مدل 12161086*64,,1,سویشرت مردانه اند جونز مدل,"['سویشرت', 'مردانه', 'اند', 'جونز', 'مدل']"
هودی درس کلاه دار ا Hoodie,Hoodie,1,هودی درس کلاه دار hoodie,"['هودی', 'درس', 'کلاه', 'دار', 'hoodie']"
هودی طرح THE LAST OF US,,1,هودی طرح the last,"['هودی', 'طرح', 'the', 'last']"
هودی My Neighbor Totoro طرح شماره 4,,1,هودی neighbor totoro طرح شماره,"['هودی', 'neighbor', 'totoro', 'طرح', 'شماره']"
دورس با طرح Elden ring,,1,دورس طرح elden ring,"['دورس', 'طرح', 'elden', 'ring']"
سویشرت مردانه از جنس اکرو سرپوش دار با چاپ قلب شیشه ای,,1,سویشرت مردانه جنس اکرو سرپوش دار چاپ قلب شیشه,"['سویشرت', 'مردانه', 'جنس', 'اکرو', 'سرپوش', 'دار', 'چاپ', 'قلب', 'شیشه']"
هودی کوهنورد (HD_MN_09),,1,هودی کوهنورد,"['هودی', 'کوهنورد']"
هودی سریال انیمه ای «ریک و مورتی» (Rick and Morty) (3) – طرح شخصیت ریک,,1,هودی سریال انیمه ریک مورتی rick and morty طرح شخصیت ریک,"['هودی', 'سریال', 'انیمه', 'ریک', 'مورتی', 'rick', 'and', 'morty', 'طرح', 'شخصیت', 'ریک']"
هودی طرح اسپایدرمن- SPIDER MAN,,1,هودی طرح اسپایدرمن spider man,"['هودی', 'طرح', 'اسپایدرمن', 'spider', 'man']"
هودی Money Heist طرح شماره 2,,1,هودی money heist طرح شماره,"['هودی', 'money', 'heist', 'طرح', 'شماره']"
ریک و مورتی سویشرت دارای مجوز چاپ شده است 3WAM70434MK,,1,ریک مورتی سویشرت دارای مجوز چاپ شده است wammk,"['ریک', 'مورتی', 'سویشرت', 'دارای', 'مجوز', 'چاپ', 'شده', 'است', 'wammk']"
سویشرت مردانه اکرو 4WAM70045MK,,1,سویشرت مردانه اکرو wammk,"['سویشرت', 'مردانه', 'اکرو', 'wammk']"
سوئیشرت گرمکن سون7 - سبز / ۹۰,,1,سوئیشرت گرمکن سون سبز,"['سوئیشرت', 'گرمکن', 'سون', 'سبز']"
هودی Call of Duty طرح شماره 4,,1,هودی call duty طرح شماره,"['هودی', 'call', 'duty', 'طرح', 'شماره']"
عرق مردانه - B5368ax/bk81,,1,عرق مردانه bax,"['عرق', 'مردانه', 'bax']"
هودی طرح بازی دارک سولز-DARK SOULS,,1,هودی طرح بازی دارک سولز dark souls,"['هودی', 'طرح', 'بازی', 'دارک', 'سولز', 'dark', 'souls']"
دورس طرح STAINS;GATE,,1,دورس طرح stains gate,"['دورس', 'طرح', 'stains', 'gate']"
سویشرت مردانه از جنس اکرو سرپوش دار با چاپ قلب شیشه ای,,1,سویشرت مردانه جنس اکرو سرپوش دار چاپ قلب شیشه,"['سویشرت', 'مردانه', 'جنس', 'اکرو', 'سرپوش', 'دار', 'چاپ', 'قلب', 'شیشه']"
دورس با طرح chainsawman,,1,دورس طرح chainsawman,"['دورس', 'طرح', 'chainsawman']"
دورس با طرح tokyo ghoul,,1,دورس طرح tokyo ghoul,"['دورس', 'طرح', 'tokyo', 'ghoul']"
هودی Better Call Saul طرح مایک ۲,,1,هودی better call saul طرح مایک,"['هودی', 'better', 'call', 'saul', 'طرح', 'مایک']"
هودی Her طرح The Past is Just a Story,,1,هودی her طرح the past just story,"['هودی', 'her', 'طرح', 'the', 'past', 'just', 'story']"
هودی طرح بارسلونا کد 07 (FC Barcelona) - دورس سفید / M,,1,هودی طرح بارسلونا barcelona دورس سفید,"['هودی', 'طرح', 'بارسلونا', 'barcelona', 'دورس', 'سفید']"
سویشرت پایه یقه خدمه 3WAM70133MK,,1,سویشرت پایه یقه خدمه wammk,"['سویشرت', 'پایه', 'یقه', 'خدمه', 'wammk']"
هودی Better Call Saul طرح Tuco,,1,هودی better call saul طرح tuco,"['هودی', 'better', 'call', 'saul', 'طرح', 'tuco']"
هودی با طرح death note,,1,هودی طرح death note,"['هودی', 'طرح', 'death', 'note']"
Regular Fit Bisiklet Yaka Sweatshirt,,1,regular fit bisiklet yaka sweatshirt,"['regular', 'fit', 'bisiklet', 'yaka', 'sweatshirt']"
دورس طرح Leon the Professional,,1,دورس طرح leon the professional,"['دورس', 'طرح', 'leon', 'the', 'professional']"
هودی با طرح resident evil,,1,هودی طرح resident evil,"['هودی', 'طرح', 'resident', 'evil']"
هودی با طرح JUJUTSU KAISEN,,1,هودی طرح jujutsu kaisen,"['هودی', 'طرح', 'jujutsu', 'kaisen']"
هودی Attack on Titan طرح Female Titan,,1,هودی attack titan طرح female titan,"['هودی', 'attack', 'titan', 'طرح', 'female', 'titan']"
سویشرت کلاهدار چاپ شده آتاتورک ویژه صدمین سالگرد 4WAM70497MK,,1,سویشرت کلاهدار چاپ شده آتاتورک ویژه صدمین سالگرد wammk,"['سویشرت', 'کلاهدار', 'چاپ', 'شده', 'آتاتورک', 'ویژه', 'صدمین', 'سالگرد', 'wammk']"
هودی Parasite طرح شماره 6,,1,هودی parasite طرح شماره,"['هودی', 'parasite', 'طرح', 'شماره']"
هودی Inception طرح هزارتو,,1,هودی inception طرح هزارتو,"['هودی', 'inception', 'طرح', 'هزارتو']"
هودی Fight Club طرح شماره 1,,1,هودی fight club طرح شماره,"['هودی', 'fight', 'club', 'طرح', 'شماره']"
دورس پشت چاپ برند yep,,1,دورس پشت چاپ برند yep,"['دورس', 'پشت', 'چاپ', 'برند', 'yep']"
هودی Money Heist طرح La Casa De Papel,,1,هودی money heist طرح casa papel,"['هودی', 'money', 'heist', 'طرح', 'casa', 'papel']"
هودی رینبوسیکس-R6:DIAMOND,,1,هودی رینبوسیکس diamond,"['هودی', 'رینبوسیکس', 'diamond']"
هودی The Shining طرح شماره 1,,1,هودی the shining طرح شماره,"['هودی', 'the', 'shining', 'طرح', 'شماره']"
هودی Akira طرح شماره 5,,1,هودی akira طرح شماره,"['هودی', 'akira', 'طرح', 'شماره']"
هودی A Space Odyssey طرح Hello Dave,,1,هودی space odyssey طرح hello dave,"['هودی', 'space', 'odyssey', 'طرح', 'hello', 'dave']"
هودی -PUBG,,1,هودی pubg,"['هودی', 'pubg']"
هودی Friends طرح چندلر,,1,هودی friends طرح چندلر,"['هودی', 'friends', 'طرح', 'چندلر']"
سوییشرت آدیداس GD9923,,1,سوییشرت آدیداس,"['سوییشرت', 'آدیداس']"
هودی با طرح jujutsu kaisen,,1,هودی طرح jujutsu kaisen,"['هودی', 'طرح', 'jujutsu', 'kaisen']"
هودی Dark طرح شماره 6,,1,هودی dark طرح شماره,"['هودی', 'dark', 'طرح', 'شماره']"
سویشرت مردانه چاپ خاکی 5312,,1,سویشرت مردانه چاپ خاکی,"['سویشرت', 'مردانه', 'چاپ', 'خاکی']"
هودی سریال «بریکینگ بد» (Breaking Bad) (2),,1,هودی سریال بریکینگ breaking bad,"['هودی', 'سریال', 'بریکینگ', 'breaking', 'bad']"
BURTON W OAK PO FOXGLOVE VIOLET HTR,,1,burton oak foxglove violet htr,"['burton', 'oak', 'foxglove', 'violet', 'htr']"
هودی Indiana Jones طرح شماره 3,,1,هودی indiana jones طرح شماره,"['هودی', 'indiana', 'jones', 'طرح', 'شماره']"
دورس رینگر,,1,دورس رینگر,"['دورس', 'رینگر']"
Sweatshirt کالج شعار چاپ یقه خدمه آستین بلند 4WAM70050MK,,1,sweatshirt کالج شعار چاپ یقه خدمه آستین بلند wammk,"['sweatshirt', 'کالج', 'شعار', 'چاپ', 'یقه', 'خدمه', 'آستین', 'بلند', 'wammk']"
هودی The Godfather طرح دون کورلئونه,,1,هودی the godfather طرح دون کورلئونه,"['هودی', 'the', 'godfather', 'طرح', 'دون', 'کورلئونه']"
هودی سریال «مامور شب» (The Night Agent) (2),,1,هودی سریال مامور the night agent,"['هودی', 'سریال', 'مامور', 'the', 'night', 'agent']"
هودی مشکی,,1,هودی مشکی,"['هودی', 'مشکی']"
هودی گورین مدل Grazer,,1,هودی گورین مدل grazer,"['هودی', 'گورین', 'مدل', 'grazer']"
سویشرت یقه کراپ دختر,,1,سویشرت یقه کراپ دختر,"['سویشرت', 'یقه', 'کراپ', 'دختر']"
سویشرت سایز بزرگ مردانه برند bob tex داخل خز کلاه دار (125),,1,سویشرت سایز بزرگ مردانه برند bob tex داخل کلاه دار,"['سویشرت', 'سایز', 'بزرگ', 'مردانه', 'برند', 'bob', 'tex', 'داخل', 'کلاه', 'دار']"
هودی Simpsons طرح شماره 2,,1,هودی simpsons طرح شماره,"['هودی', 'simpsons', 'طرح', 'شماره']"
هودی با طرح sonic,,1,هودی طرح sonic,"['هودی', 'طرح', 'sonic']"
دورس طرح Valkyrie Apex,,1,دورس طرح valkyrie apex,"['دورس', 'طرح', 'valkyrie', 'apex']"
هودی طرح سوپ,,1,هودی طرح سوپ,"['هودی', 'طرح', 'سوپ']"
سویشرت کلاهدار با روبان چاپ شده آتاتورک TYC00622756203,,1,سویشرت کلاهدار روبان چاپ شده آتاتورک tyc,"['سویشرت', 'کلاهدار', 'روبان', 'چاپ', 'شده', 'آتاتورک', 'tyc']"
دورس طرح Geralt on the Ride,,1,دورس طرح geralt the ride,"['دورس', 'طرح', 'geralt', 'the', 'ride']"
سویشرت چاپ شده با تم مسابقه ای آستین بلند یقه خدمه 3SAM70166MK,,1,سویشرت چاپ شده مسابقه آستین بلند یقه خدمه sammk,"['سویشرت', 'چاپ', 'شده', 'مسابقه', 'آستین', 'بلند', 'یقه', 'خدمه', 'sammk']"
سویشرت مردانه C192,,1,سویشرت مردانه,"['سویشرت', 'مردانه']"
دورس طرح REPTILE,,1,دورس طرح reptile,"['دورس', 'طرح', 'reptile']"
سویشرت ساده کلاهدار 3WAM70050MK,,1,سویشرت ساده کلاهدار wammk,"['سویشرت', 'ساده', 'کلاهدار', 'wammk']"
هودی طرح Synth Mountain Sunrise,,1,هودی طرح synth mountain sunrise,"['هودی', 'طرح', 'synth', 'mountain', 'sunrise']"
هودی Brooklyn Nine Nine طرح Brooklyn 99,,1,هودی brooklyn nine nine طرح brooklyn,"['هودی', 'brooklyn', 'nine', 'nine', 'طرح', 'brooklyn']"
هودی طرح اختصاصی hypoaim,,1,هودی طرح اختصاصی hypoaim,"['هودی', 'طرح', 'اختصاصی', 'hypoaim']"
دورس طرح Samurai The Ghost Classic T-Shirt Design,,1,دورس طرح samurai the ghost classic shirt design,"['دورس', 'طرح', 'samurai', 'the', 'ghost', 'classic', 'shirt', 'design']"
دورس با طرح ONE PIECE,,1,دورس طرح one piece,"['دورس', 'طرح', 'one', 'piece']"
دورس طرح Forknife,,1,دورس طرح forknife,"['دورس', 'طرح', 'forknife']"
هودی Resident Evil طرح شماره 5,,1,هودی resident evil طرح شماره,"['هودی', 'resident', 'evil', 'طرح', 'شماره']"
هودی طرح باشگاه رئال مادرید کد 6 (Real Madrid) - دورس سفید / M,,1,هودی طرح باشگاه رئال مادرید real madrid دورس سفید,"['هودی', 'طرح', 'باشگاه', 'رئال', 'مادرید', 'real', 'madrid', 'دورس', 'سفید']"
هودی طرح THE WITCHER,,1,هودی طرح the witcher,"['هودی', 'طرح', 'the', 'witcher']"
هودی هالونایت HOLLOW KNIGHT,,1,هودی هالونایت hollow knight,"['هودی', 'هالونایت', 'hollow', 'knight']"
دورس با طرح ONE PIECE,,1,دورس طرح one piece,"['دورس', 'طرح', 'one', 'piece']"
سویشرت اسپرت با نیم زیپ و جزئیات جیب گوشی 4WAM70045NK,,1,سویشرت اسپرت نیم زیپ جزئیات جیب گوشی wamnk,"['سویشرت', 'اسپرت', 'نیم', 'زیپ', 'جزئیات', 'جیب', 'گوشی', 'wamnk']"
هودی Money Heist طرح ماسک,,1,هودی money heist طرح ماسک,"['هودی', 'money', 'heist', 'طرح', 'ماسک']"
هودی طرحSTEVENOEL,,1,هودی طرحstevenoel,"['هودی', 'طرحstevenoel']"
دورس طرح STAINS;GATE,,1,دورس طرح stains gate,"['دورس', 'طرح', 'stains', 'gate']"
هودی طرح STAINS;GATE,,1,هودی طرح stains gate,"['هودی', 'طرح', 'stains', 'gate']"
سویشرت مردانه با چاپ مشکی 4755,,1,سویشرت مردانه چاپ مشکی,"['سویشرت', 'مردانه', 'چاپ', 'مشکی']"
سویشرت کلاه دار پشمی مردانه - بیلسی 0408- بژ,,1,سویشرت کلاه دار پشمی مردانه بیلسی,"['سویشرت', 'کلاه', 'دار', 'پشمی', 'مردانه', 'بیلسی']"
هودی طرح بایرن مونیخ کد 11 - دورس مشکی / M,,1,هودی طرح بایرن مونیخ دورس مشکی,"['هودی', 'طرح', 'بایرن', 'مونیخ', 'دورس', 'مشکی']"
هودی با طرح Hunter X Fanart,,1,هودی طرح hunter fanart,"['هودی', 'طرح', 'hunter', 'fanart']"
هودی Your Name طرح شماره 5,,1,هودی your name طرح شماره,"['هودی', 'your', 'name', 'طرح', 'شماره']"
Wile Coyote Hooded Sweat دارای مجوز چاپ شده در پشت,,1,wile coyote hooded sweat دارای مجوز چاپ شده پشت,"['wile', 'coyote', 'hooded', 'sweat', 'دارای', 'مجوز', 'چاپ', 'شده', 'پشت']"
دورس طرح Sekiro wolf arm,,1,دورس طرح sekiro wolf arm,"['دورس', 'طرح', 'sekiro', 'wolf', 'arm']"
دورس چاپ برجسته کد1,,1,دورس چاپ برجسته,"['دورس', 'چاپ', 'برجسته']"
هودی اسپرت مردانه,,1,هودی اسپرت مردانه,"['هودی', 'اسپرت', 'مردانه']"
هودی طرح Ash,,1,هودی طرح ash,"['هودی', 'طرح', 'ash']"
سویشرت مردانه بژ 4WAM70168MK,,1,سویشرت مردانه wammk,"['سویشرت', 'مردانه', 'wammk']"
هودی Spirited Away طرح شماره 5,,1,هودی spirited away طرح شماره,"['هودی', 'spirited', 'away', 'طرح', 'شماره']"
دورس مردانه کوتون Koton کد 4WAM56W004W,,1,دورس مردانه کوتون koton wamww,"['دورس', 'مردانه', 'کوتون', 'koton', 'wamww']"
هودی بلادبورن BLOODBORNE,,1,هودی بلادبورن bloodborne,"['هودی', 'بلادبورن', 'bloodborne']"
دورس طرح Ermac,,1,دورس طرح ermac,"['دورس', 'طرح', 'ermac']"
هودی گروه موسیقی «بی تی اس» (BTS) (1),,1,هودی گروه موسیقی bts,"['هودی', 'گروه', 'موسیقی', 'bts']"
هودی The One Hundred طرح سقوط,,1,هودی the one hundred طرح سقوط,"['هودی', 'the', 'one', 'hundred', 'طرح', 'سقوط']"
هودی با طرح sonic,,1,هودی طرح sonic,"['هودی', 'طرح', 'sonic']"
هودی طرح بایرن مونیخ کد 07 - دورس مشکی / M,,1,هودی طرح بایرن مونیخ دورس مشکی,"['هودی', 'طرح', 'بایرن', 'مونیخ', 'دورس', 'مشکی']"
هودی مردانه کلاهدار ا Hooded men's hoodie,Hooded men's hoodie,1,هودی مردانه کلاهدار hooded men hoodie,"['هودی', 'مردانه', 'کلاهدار', 'hooded', 'men', 'hoodie']"
هودی مردانه مدل ساده مشکی,,1,هودی مردانه مدل ساده مشکی,"['هودی', 'مردانه', 'مدل', 'ساده', 'مشکی']"
جامپر(آستین بلند) -THE WITCHER,,1,جامپر آستین بلند the witcher,"['جامپر', 'آستین', 'بلند', 'the', 'witcher']"
هودی چندا (طوسی),,1,هودی چندا طوسی,"['هودی', 'چندا', 'طوسی']"
سویشرت پایه یقه خدمه 3WAM70198MK,,1,سویشرت پایه یقه خدمه wammk,"['سویشرت', 'پایه', 'یقه', 'خدمه', 'wammk']"
هودی Pirates of the Caribbean طرح Dropped Me Brain,,1,هودی pirates the caribbean طرح dropped brain,"['هودی', 'pirates', 'the', 'caribbean', 'طرح', 'dropped', 'brain']"
هودی طرح Free Fire Booyah,,1,هودی طرح free fire booyah,"['هودی', 'طرح', 'free', 'fire', 'booyah']"
سویشرت کلاهدار با چاپ سرمه ای 2667-2,,1,سویشرت کلاهدار چاپ سرمه,"['سویشرت', 'کلاهدار', 'چاپ', 'سرمه']"
هودی گیمر-GAMER,,1,هودی گیمر gamer,"['هودی', 'گیمر', 'gamer']"
هودی S*x Education طرح اولا,,1,هودی education طرح اولا,"['هودی', 'education', 'طرح', 'اولا']"
هودی Dota 2 طرح Phantom Assassin,,1,هودی dota طرح phantom assassin,"['هودی', 'dota', 'طرح', 'phantom', 'assassin']"
هودی Scarface طرح Say Hello to My Little Friend,,1,هودی scarface طرح say hello little friend,"['هودی', 'scarface', 'طرح', 'say', 'hello', 'little', 'friend']"
هودی Uncharted طرح شماره 1,,1,هودی uncharted طرح شماره,"['هودی', 'uncharted', 'طرح', 'شماره']"
دورس با طرح attack on titan,,1,دورس طرح attack titan,"['دورس', 'طرح', 'attack', 'titan']"
جامپر(آستین بلند) طرح - AMONG US,,1,جامپر آستین بلند طرح among,"['جامپر', 'آستین', 'بلند', 'طرح', 'among']"
هودی بیسیک نسخه - مشکی / XL ا basic hoodie,basic hoodie,1,هودی بیسیک نسخه مشکی basic hoodie,"['هودی', 'بیسیک', 'نسخه', 'مشکی', 'basic', 'hoodie']"
هودی بازی «جی تی ای» (GTA) (3) – طرح لوگو,,1,هودی بازی gta طرح لوگو,"['هودی', 'بازی', 'gta', 'طرح', 'لوگو']"
هودی قلب ماشین‌باز,,1,هودی قلب ماشین‌باز,"['هودی', 'قلب', 'ماشین\u200cباز']"
هودی Oldboy طرح شماره 4,,1,هودی oldboy طرح شماره,"['هودی', 'oldboy', 'طرح', 'شماره']"
هودی طرح بنز,,1,هودی طرح بنز,"['هودی', 'طرح', 'بنز']"
هودی Better Call Saul طرح Marco,,1,هودی better call saul طرح marco,"['هودی', 'better', 'call', 'saul', 'طرح', 'marco']"
سویشرت مردانه مشکی 4WAM70488MK,,1,سویشرت مردانه مشکی wammk,"['سویشرت', 'مردانه', 'مشکی', 'wammk']"
هودی با طرح Spider man,,1,هودی طرح spider man,"['هودی', 'طرح', 'spider', 'man']"
